ticker,company,price,marketCap,need,r1_score,reason
PAEKY,PT Antam (Persero) Tbk,17.0,4741599232.0,materials,23,"R1: need alignment below threshold (score 3/30, need=materials)"
PTAIF,PT Astra International Tbk,0.3645,14550861824.0,conglomerate,32,"R1: need alignment below threshold (score 12/30, need=conglomerate)"
BKALF,PT Bank Aladin Syariah Tbk,0.078,1098999040.0,finance,16,"R1: need alignment below threshold (score 4/30, need=finance)"
PBCRY,PT Bank Central Asia Tbk,9.06,44517855232.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
PPERF,PT Bank Mandiri (Persero) Tbk,0.24,22313598976.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
PTBRY,PT Bank Negara Indonesia (Persero) Tbk,10.5,7823927296.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
BKRKY,PT Bank Rakyat Indonesia (Persero) Tbk,8.95,26952910848.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
PBIIF,PT BFI Finance Indonesia Tbk,0.07,1032456832.0,finance,16,"R1: need alignment below threshold (score 4/30, need=finance)"
PTPIF,PT Chandra Asri Pacific Tbk,0.5267,45540851712.0,infrastructure,36,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
PIKQF,PT Indah Kiat Pulp & Paper Tbk,0.5305,2902356480.0,infrastructure,32,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
PITPF,PT Indocement Tunggal Prakarsa Tbk,0.423,1451344000.0,shelter,36,"R1: need alignment below threshold (score 18/30, need=shelter)"
PKRKY,PT Krakatau Steel (Persero) Tbk,5.75,556208896.0,shelter,36,"R1: need alignment below threshold (score 18/30, need=shelter)"
PAKTY,PT Map Aktif Adiperkasa Tbk,1.23,1752995968.0,retail,22,"R1: need alignment below threshold (score 4/30, need=retail)"
PTMEY,PT. Media Nusantara Citra Tbk,1.21,160048656.0,discretionary,19,"R1: need alignment below threshold (score 4/30, need=discretionary)"
PMCGF,PT Merdeka Copper Gold Tbk,0.1,2441690112.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
PMDKY,PT. Mitra Adiperkasa Tbk,20.4299,1695681664.0,retail,21,"R1: need alignment below threshold (score 3/30, need=retail)"
PPAAY,PT Perusahaan Gas Negara (Persero) Tbk,4.25,2537743616.0,energy,38,"R1: need alignment below threshold (score 18/30, need=energy)"
PTBKF,PT Surya Citra Media Tbk,0.0528,3356216320.0,discretionary,18,"R1: need alignment below threshold (score 4/30, need=discretionary)"
PTTMF,PT TIMAH Tbk,0.1872,2244782848.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
PTFRF,PT Tower Bersama Infrastructure Tbk,0.1,2255061504.0,shelter,38,"R1: need alignment below threshold (score 18/30, need=shelter)"
UNLRF,PT Unilever Indonesia Tbk,0.1023,3885480192.0,health-adjacent,32,"R1: need alignment below threshold (score 12/30, need=health-adjacent)"
PUTKF,PT United Tractors Tbk,1.6,5588950016.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
PTNDY,PT Vale Indonesia Tbk,16.4,4539684352.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
PTLE,PTL LTD Class A Ordinary Shares,7.4,46480303.0,energy,17,"R1: need alignment below threshold (score 8/30, need=energy)"
PEXNY,PTT Exploration and Production Public Company Limited,8.36,19483146240.0,energy,28,"R1: need alignment below threshold (score 8/30, need=energy)"
PTGCF,PTT Global Chemical Public Company Limited,1.21,5733335552.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
PUTRY,PTT Public Company Limited,5.97,33819256832.0,energy,28,"R1: need alignment below threshold (score 8/30, need=energy)"
PBLOF,Public Bank Berhad,0.95,18440157184.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
PPHC,Public Policy Holding Company Inc. Common Stock,10.96,331173184.0,services,21,"R1: need alignment below threshold (score 6/30, need=services)"
PSA,Public Storage Common Stock,322.67,56667671308.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
PUBM,PubMatic Inc. Class A Common Stock,16.55,753853440.0,software,30,"R1: need alignment below threshold (score 12/30, need=software)"
PUIGF,"Puig Brands, S.A.",17.74,16971138048.0,discretionary,24,"R1: need alignment below threshold (score 4/30, need=discretionary)"
PMMAF,PUMA SE,31.0,4605332480.0,clothing,27,"R1: need alignment below threshold (score 7/30, need=clothing)"
PCST,Pure Capital Solutions Inc.,0.103,12135975.0,finance,9,"R1: need alignment below threshold (score 4/30, need=finance)"
PCT,PureCycle Technologies Inc. Common stock,6.68,1342044131.0,infrastructure,30,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
PRGLY,"Puregold Price Club, Inc.",6.75,1934270976.0,retail,21,"R1: need alignment below threshold (score 3/30, need=retail)"
PRPL,Purple Innovation Inc. Common Stock,4.75,20677268.0,shelter,15,"R1: need alignment below threshold (score 10/30, need=shelter)"
PRSU,Pursuit Attractions and Hospitality Inc. Common Stock,48.93,1334035104.0,discretionary,21,"R1: need alignment below threshold (score 3/30, need=discretionary)"
PVH,PVH Corp. Common Stock,74.52,3435975016.0,clothing,27,"R1: need alignment below threshold (score 7/30, need=clothing)"
PXS,Pyxis Tankers Inc. Common Stock,5.4,55485751.0,transport,28,"R1: need alignment below threshold (score 16/30, need=transport)"
PZCUY,PZ Cussons plc,3.42,720474048.0,health-adjacent,30,"R1: need alignment below threshold (score 12/30, need=health-adjacent)"
QTWO,Q2 Holdings Inc. Common Stock,63.89,3983841536.0,software,32,"R1: need alignment below threshold (score 12/30, need=software)"
QUBSF,Qantas Airways Limited,7.05,10668054528.0,transport,34,"R1: need alignment below threshold (score 14/30, need=transport)"
QBIEY,QBE Insurance Group Limited,15.95,23829690368.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
QCRH,QCR Holdings Inc. Common Stock,99.98,1637233888.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
QFIN,Qfin Holdings Inc. American Depositary Shares,11.53,1403799223.0,finance,22,"R1: need alignment below threshold (score 4/30, need=finance)"
QNTQF,QinetiQ Group plc,7.72,3944950016.0,transport,28,"R1: need alignment below threshold (score 8/30, need=transport)"
QNDPF,"Qingdao Port International Co., Ltd.",0.8738,5671923200.0,transport,36,"R1: need alignment below threshold (score 16/30, need=transport)"
QGLHF,"Qingling Motors Co., Ltd.",0.11,273049504.0,transport,33,"R1: need alignment below threshold (score 18/30, need=transport)"
QNBC,QNB Corp. Common Stock,44.99,272126019.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
QUCOF,"Quálitas Controladora, S.A.B. de C.V.",9.1,3588913408.0,finance,26,"R1: need alignment below threshold (score 6/30, need=finance)"
QUAD,Quad Graphics Inc Class A Common Stock,10.2,524905280.0,media,21,"R1: need alignment below threshold (score 3/30, need=media)"
KWR,Quaker Houghton Common Stock,164.74,2834796827.0,infrastructure,32,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
QCOM,QUALCOMM Incorporated Common Stock,160.56,168625558356.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
QLYS,Qualys Inc. Common Stock,175.94,6086644224.0,software:infrastructure,36,"R1: need alignment below threshold (score 16/30, need=software:infrastructure)"
NX,Quanex Building Products Corporation Common Stock,19.94,915803622.0,infrastructure,33,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
QNT,Quantinuum Inc. Class A Common Stock,53.89,14189675520.0,software:infrastructure,38,"R1: need alignment below threshold (score 18/30, need=software:infrastructure)"
MAARF,"Quants Research Institute Holdings, Inc.",6.1225,310382880.0,unknown,23,"R1: need alignment below threshold (score 8/30, need=unknown)"
QUBT,Quantum Computing Inc. Common Stock,8.46,1914894464.0,infrastructure,32,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
VLQCF,Quantum Graphite Limited,0.22,77572000.0,materials,20,"R1: need alignment below threshold (score 8/30, need=materials)"
QXL,Quantum X Labs Inc. Common Stock,4.9,65348324.0,software:transport,30,"R1: need alignment below threshold (score 18/30, need=software:transport)"
QZMRF,QUARTZ MOUNTAIN RESOURCES LTD,0.31964,23849582.0,materials,13,"R1: need alignment below threshold (score 8/30, need=materials)"
QBCAF,Quebecor Inc.,47.07,10607262720.0,infrastructure,34,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
QUCT,"Queen City Investments, Inc.",2560.0,119626240.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
BRSGF,Queen's Road Capital Investment Ltd.,10.28,554738624.0,finance,22,"R1: need alignment below threshold (score 4/30, need=finance)"
QH,Quhuo Limited Class A Ordinary Shares,4.3,11828840.0,services,13,"R1: need alignment below threshold (score 8/30, need=services)"
QUILF,Quilter plc,2.75,3714499072.0,finance,22,"R1: need alignment below threshold (score 2/30, need=finance)"
QNST,QuinStreet Inc. Common Stock,20.1,1154651904.0,media,20,"R1: need alignment below threshold (score 2/30, need=media)"
QMLS,QumulusAI Inc. Common Stock,6.27,206081936.0,software,27,"R1: need alignment below threshold (score 12/30, need=software)"
QVCG,QVC Group Inc. Common Stock,15.75,127482107.0,retail,20,"R1: need alignment below threshold (score 5/30, need=retail)"
QXO,QXO Inc. Common Stock,13.85,14369246208.0,shelter,38,"R1: need alignment below threshold (score 18/30, need=shelter)"
RMETF,Rackla Metals Inc.,0.213,35453840.0,materials,12,"R1: need alignment below threshold (score 3/30, need=materials)"
RXT,Rackspace Technology Inc. Common Stock,3.4,866567680.0,software,30,"R1: need alignment below threshold (score 12/30, need=software)"
RDCM,Radcom Ltd. Ordinary Shares,10.2,170242661.0,infrastructure,29,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
RDN,Radian Group Inc. Common Stock,36.83,4872657542.0,finance,26,"R1: need alignment below threshold (score 6/30, need=finance)"
RDUFF,Radius Gold Inc.,0.1,11570425.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
RFLFY,Raffles Education Limited,1.33,120995048.0,software:health,33,"R1: need alignment below threshold (score 18/30, need=software:health)"
RADLY,Raia Drogasil S.A.,3.86,6749349376.0,health,32,"R1: need alignment below threshold (score 12/30, need=health)"
RAIFY,Raiffeisen Bank International AG,18.13,23811041280.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
RBWRF,Rainbow Rare Earths Limited,0.31,216904592.0,materials,23,"R1: need alignment below threshold (score 8/30, need=materials)"
RKUSF,"Rakus Co., Ltd.",6.12,2167149056.0,software:shelter,38,"R1: need alignment below threshold (score 18/30, need=software:shelter)"
RKUNY,"Rakuten Group, Inc.",4.89,10669908992.0,retail,25,"R1: need alignment below threshold (score 5/30, need=retail)"
RL,Ralph Lauren Corporation Common Stock,362.6,21604519861.0,clothing,27,"R1: need alignment below threshold (score 7/30, need=clothing)"
RMLRF,Ramelius Resources Limited,2.74,5176167936.0,materials,23,"R1: need alignment below threshold (score 3/30, need=materials)"
RSDEF,Ramsdens Holdings PLC,2.3925,78150488.0,discretionary,14,"R1: need alignment below threshold (score 2/30, need=discretionary)"
RAND,Rand Capital Corporation Common Stock,11.465,34048918.0,finance,13,"R1: need alignment below threshold (score 4/30, need=finance)"
RNDXF,Randgold & Exploration Company Limited,0.2229,18184736.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
RANJY,Randstad N.V.,23.21,8144419328.0,services,25,"R1: need alignment below threshold (score 5/30, need=services)"
RRC,Range Resources Corporation Common Stock,40.99,9578523320.0,energy,28,"R1: need alignment below threshold (score 8/30, need=energy)"
RNGR,Ranger Energy Services Inc. Class A Common Stock,16.01,374666388.0,energy,25,"R1: need alignment below threshold (score 10/30, need=energy)"
ROC,Rank One Computing Corporation Common stock,4.06,77465320.0,software,24,"R1: need alignment below threshold (score 12/30, need=software)"
PACK,Ranpak Holdings Corp Class A Common Stock,5.06,433936942.0,infrastructure,29,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
RPNMF,Rapala VMC Corporation,1.45,55288268.0,discretionary,16,"R1: need alignment below threshold (score 4/30, need=discretionary)"
RPD,Rapid7 Inc. Common Stock,12.13,817569792.0,software:infrastructure,34,"R1: need alignment below threshold (score 16/30, need=software:infrastructure)"
REA,Rare Earths Americas Inc. Common Stock,14.87,296714374.0,materials,23,"R1: need alignment below threshold (score 8/30, need=materials)"
RTBBF,Rathbones Group Plc,27.75,2825482240.0,finance,22,"R1: need alignment below threshold (score 2/30, need=finance)"
RJF,Raymond James Financial Inc. Common Stock,174.71,33607514529.0,finance,23,"R1: need alignment below threshold (score 3/30, need=finance)"
RYAM,Rayonier Advanced Materials Inc. Common Stock,8.61,582416631.0,infrastructure,30,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
RYN,Rayonier Inc. REIT Common Stock,21.25,6323304934.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
RAY,Raytech Holding Limited Ordinary Shares,2.8,16449280.0,discretionary,13,"R1: need alignment below threshold (score 8/30, need=discretionary)"
RBA,RB Global Inc. Common Stock,85.02,15745702912.0,software:food,37,"R1: need alignment below threshold (score 17/30, need=software:food)"
RBB,RBB Bancorp Common Stock,26.5,448273046.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
RBC,RBC Bearings Incorporated Common Stock,496.01,15703302112.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
RICK,RCI Hospitality Holdings Inc. Common Stock,30.33,231857685.0,food-service,23,"R1: need alignment below threshold (score 8/30, need=food-service)"
RCMT,RCM Technologies Inc. Common Stock,42.0,298651872.0,conglomerate,27,"R1: need alignment below threshold (score 12/30, need=conglomerate)"
RMAX,"RE/MAX Holdings, Inc.",12.36,681161536.0,shelter,26,"R1: need alignment below threshold (score 8/30, need=shelter)"
RPGRY,REA Group Limited,32.1,16802398208.0,media,24,"R1: need alignment below threshold (score 4/30, need=media)"
RDI,Reading International Inc Class A Common Stock,1.93,44177945.0,media,11,"R1: need alignment below threshold (score 2/30, need=media)"
RC,Ready Capital Corporation Common Stock,1.99,328730074.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
RLLMF,Real Matters Inc.,3.59,266701088.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
REAX,Real REMAX Group Inc. Common Stock,28.43,623185600.0,shelter,26,"R1: need alignment below threshold (score 8/30, need=shelter)"
ALOY,REalloys Inc. Common Stock,12.16,838889727.0,materials,26,"R1: need alignment below threshold (score 8/30, need=materials)"
REAL,The RealReal Inc. Common Stock,11.12,1352982799.0,retail,22,"R1: need alignment below threshold (score 4/30, need=retail)"
O,Realty Income Corporation Common Stock,62.83,59450879013.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
REBN,Reborn Coffee Inc. Common Stock,1.35,11088164.0,food-service,13,"R1: need alignment below threshold (score 8/30, need=food-service)"
RKNLF,Reckon Limited,0.33,37387296.0,software,21,"R1: need alignment below threshold (score 12/30, need=software)"
RCON,Recon Technology Ltd. Class A Ordinary Shares,2.04,42764977.0,energy,19,"R1: need alignment below threshold (score 10/30, need=energy)"
RCRUY,"Recruit Holdings Co., Ltd.",20.71,143658745856.0,media,24,"R1: need alignment below threshold (score 4/30, need=media)"
RCAT,Red Cat Holdings Inc. Common Stock,9.1,1389700864.0,transport,26,"R1: need alignment below threshold (score 8/30, need=transport)"
RMESF,Red Metal Resources Ltd.,0.1,20900916.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
RRBI,Red River Bancshares Inc. Common Stock,100.75,663348680.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,9.67,182799282.0,food-service,23,"R1: need alignment below threshold (score 8/30, need=food-service)"
RRR,Red Rock Resorts Inc. Class A Common Stock,59.72,6271566807.0,discretionary,24,"R1: need alignment below threshold (score 4/30, need=discretionary)"
RCT,RedCloud Holdings plc Ordinary Shares,0.2024,13840236.0,software,15,"R1: need alignment below threshold (score 10/30, need=software)"
RDDT,Reddit Inc. Class A Common Stock,162.45,31254812672.0,media,24,"R1: need alignment below threshold (score 4/30, need=media)"
RDPEF,Redefine Properties Limited,0.3185,2222485504.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
ITOR,"Redox International Group, Corp.",3.55,192001744.0,services,25,"R1: need alignment below threshold (score 10/30, need=services)"
RWTO,Redwood Trust Inc. 9.00% Senior Notes Due 2029,24.65,3185358388.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
RWTN,Redwood Trust Inc. 9.125% Senior Notes Due 2029,24.75,3198280734.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
RWT,Redwood Trust Inc. Common Stock,4.72,592890679.0,shelter,26,"R1: need alignment below threshold (score 8/30, need=shelter)"
REECF,Reece Limited,9.8,6027901440.0,infrastructure,36,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
REED,Reed's Inc. Common Stock,1.065,12627797.0,food,19,"R1: need alignment below threshold (score 14/30, need=food)"
REF,Reformation Inc. Common Stock,13.32,847949695.0,clothing,25,"R1: need alignment below threshold (score 7/30, need=clothing)"
REGCO,Regency Centers Corporation 5.875% Series B Cumulative Redeemable Preferred Stock,22.02,4032314445.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
REGCP,Regency Centers Corporation 6.25% Series A Cumulative Redeemable Preferred Stock,23.24,4255721512.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
REG,Regency Centers Corporation Common Stock,76.72,14049008366.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
RGNT,Regentis Biomaterials Ltd. Ordinary Shares,2.09,14679995.0,infrastructure,21,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
RM,Regional Management Corp. Common Stock,33.34,307587972.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
RGNLF,Regional S.A.B. de C.V.,8.78,2340872960.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
RF,Regions Financial Corporation Common Stock,30.63,26094600769.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
RGS,Regis Corporation Common Stock,26.75,66842312.0,services,18,"R1: need alignment below threshold (score 6/30, need=services)"
RGRNF,Regis Resources Limited,6.05,4582198272.0,materials,23,"R1: need alignment below threshold (score 3/30, need=materials)"
RPMT,"REGO PAYMENT ARCHITECTURES, INC.",0.655,89536864.0,software,24,"R1: need alignment below threshold (score 12/30, need=software)"
RZC,Reinsurance Group of America Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052,25.52,1666498491.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
RGA,Reinsurance Group of America Incorporated Common Stock,244.46,15963645026.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
RETDF,Reit 1 Ltd,9.0,1820562944.0,finance,22,"R1: need alignment below threshold (score 4/30, need=finance)"
RTMAF,Reitmans (Canada) Limited,1.51,75545936.0,clothing,17,"R1: need alignment below threshold (score 5/30, need=clothing)"
MYIDF,Reklaim Ltd.,0.0906,11829816.0,unknown,8,"R1: need alignment below threshold (score 8/30, need=unknown)"
RKIGF,Reko International Group Inc.,3.0,16452939.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
RLBY,RELIABILITY INC,0.0635,19050000.0,software:transport,13,"R1: need alignment below threshold (score 13/30, need=software:transport)"
RS,Reliance Inc. Common Stock,383.66,19587590571.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
RELOF,"Relo Group, Inc.",13.01,1973668096.0,services,26,"R1: need alignment below threshold (score 8/30, need=services)"
RLXXF,RELX PLC,36.25,63135412224.0,software:health,36,"R1: need alignment below threshold (score 16/30, need=software:health)"
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),35.88,62490996736.0,software:health,36,"R1: need alignment below threshold (score 16/30, need=software:health)"
RMDEF,Remedy Entertainment Oyj,15.5,210651984.0,discretionary,19,"R1: need alignment below threshold (score 4/30, need=discretionary)"
RELY,Remitly Global Inc. Common Stock,26.22,5550355456.0,software,32,"R1: need alignment below threshold (score 12/30, need=software)"
RNR,RenaissanceRe Holdings Ltd. Common Stock,329.2,13678883176.0,finance,26,"R1: need alignment below threshold (score 6/30, need=finance)"
RNST,Renasant Corporation Common Stock,41.01,3748497110.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
RNKGF,RENK Group AG,57.57,5863451648.0,transport,28,"R1: need alignment below threshold (score 8/30, need=transport)"
RNVT,"Renovate Neighborhoods, Inc.",0.0514,13508040.0,unknown,8,"R1: need alignment below threshold (score 8/30, need=unknown)"
RENT,Rent the Runway Inc. Class A Common Stock,3.65,122590466.0,retail,19,"R1: need alignment below threshold (score 4/30, need=retail)"
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),23.8,12004720000.0,services,26,"R1: need alignment below threshold (score 6/30, need=services)"
RPAY,Repay Holdings Corporation Class A Common Stock,3.84,338628064.0,software,27,"R1: need alignment below threshold (score 12/30, need=software)"
RPYTF,Reply S.p.A.,104.54,3797753856.0,software:health,38,"R1: need alignment below threshold (score 18/30, need=software:health)"
RJET,Republic Airways Holdings Inc. Common Stock,19.16,897061632.0,transport,36,"R1: need alignment below threshold (score 18/30, need=transport)"
RBCAA,Republic Bancorp Inc. Class A Common Stock,94.44,1854249220.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
REFR,Research Frontiers Incorporated Common Stock,0.4779,16663315.0,conglomerate,15,"R1: need alignment below threshold (score 10/30, need=conglomerate)"
RSVR,Reservoir Media Inc. Common Stock,9.94,655351585.0,discretionary,21,"R1: need alignment below threshold (score 3/30, need=discretionary)"
REZI,Resideo Technologies Inc. Common Stock ,19.93,3026318244.0,infrastructure,32,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
RHLD,Resolute Holdings Management Common Stock ,144.64,1131026221.0,finance,22,"R1: need alignment below threshold (score 4/30, need=finance)"
RMGGY,Resolute Mining Limited,8.52,2765914624.0,materials,23,"R1: need alignment below threshold (score 3/30, need=materials)"
RSNHF,"Resona Holdings, Inc.",15.5,34702516224.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
SHWDY,Resonac Holdings Corporation,104.565,19836712960.0,infrastructure,32,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
RGP,Resources Connection Inc. Common Stock,4.25,146385408.0,software:transport,29,"R1: need alignment below threshold (score 14/30, need=software:transport)"
RTEZ,REST EZ INC,70.0,1927592192.0,health,30,"R1: need alignment below threshold (score 12/30, need=health)"
QSR,Restaurant Brands International Inc. Common Shares,81.56,37069745313.0,food-service,28,"R1: need alignment below threshold (score 8/30, need=food-service)"
RSTRF,Restaurant Brands International Limited Partnership,75.0,25170288640.0,discretionary,24,"R1: need alignment below threshold (score 4/30, need=discretionary)"
RVLGF,Revival Gold Inc.,0.694,220768752.0,materials,18,"R1: need alignment below threshold (score 3/30, need=materials)"
RVLV,Revolve Group Inc. Class A Common Stock,23.31,1657001140.0,retail,23,"R1: need alignment below threshold (score 5/30, need=retail)"
REX,REX American Resources Corporation,41.51,1367244674.0,infrastructure,30,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
RXLSF,Rexel S.A.,42.31,12441090048.0,y-unmapped,28,"R1: need alignment below threshold (score 8/30, need=y-unmapped)"
REXR,Rexford Industrial Realty Inc. Common Stock,37.62,8388813225.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
REYN,Reynolds Consumer Products Inc. Common Stock,24.56,5177026518.0,infrastructure,34,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
RYGYF,Reysas Gayrimenkul Yatirim Ortakligi A.S.,0.876,1752000000.0,y-unmapped,26,"R1: need alignment below threshold (score 8/30, need=y-unmapped)"
RZLV,Rezolve AI PLC Ordinary Shares,2.89,1152611712.0,software:infrastructure,36,"R1: need alignment below threshold (score 18/30, need=software:infrastructure)"
RGCO,RGC Resources Inc. Common Stock,21.94,228605059.0,energy,23,"R1: need alignment below threshold (score 8/30, need=energy)"
RH,RH Common Stock,141.3,2670706920.0,retail,24,"R1: need alignment below threshold (score 4/30, need=retail)"
RKAGY,RHÖN-KLINIKUM Aktiengesellschaft,8.16,1092435840.0,health,36,"R1: need alignment below threshold (score 18/30, need=health)"
RNMBF,Rheinmetall AG,1319.46,61576642560.0,transport,28,"R1: need alignment below threshold (score 8/30, need=transport)"
RAUMF,"Rheon Automatic Machinery Co., Ltd.",9.16,247385632.0,infrastructure,30,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
RMGNF,RHI Magnesita N.V.,42.0084,1988535808.0,infrastructure,33,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
RBKB,Rhinebeck Bancorp Inc. Common Stock,12.78,199827645.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
ANPA,Rich Sparkle Holdings Limited Ordinary Shares,4.15,62672283.0,services,18,"R1: need alignment below threshold (score 6/30, need=services)"
RPKIF,Richards Group Inc.,23.43,260048144.0,infrastructure,29,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
RHUHF,Richelieu Hardware Ltd.,25.25,1388454400.0,infrastructure,34,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
RMBI,Richmond Mutual Bancorporation Inc. Common Stock,15.96,267474374.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
RICOF,"Ricoh Company, Ltd.",9.19,5165236736.0,y-unmapped,28,"R1: need alignment below threshold (score 8/30, need=y-unmapped)"
RDNW,RideNow Group Inc. Class B Common Stock,5.89,229775296.0,transport,23,"R1: need alignment below threshold (score 8/30, need=transport)"
RPC,Ridgepost Capital Inc. Class A Common Stock,8.82,972303041.0,finance,20,"R1: need alignment below threshold (score 2/30, need=finance)"
RGTI,Rigetti Computing Inc. Common Stock,16.79,5603977216.0,infrastructure,34,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
RTMVF,Rightmove plc,6.9,5060482048.0,media,24,"R1: need alignment below threshold (score 4/30, need=media)"
REPX,Riley Exploration Permian Inc. Common Stock,37.36,827665408.0,energy,26,"R1: need alignment below threshold (score 8/30, need=energy)"
REI,Ring Energy Inc. Common Stock,1.44,375177034.0,energy,23,"R1: need alignment below threshold (score 8/30, need=energy)"
RNG,RingCentral Inc. Class A Common Stock,63.6,5310991872.0,software,32,"R1: need alignment below threshold (score 12/30, need=software)"
RINIF,Rinnai Corporation,23.18,3200453632.0,shelter,30,"R1: need alignment below threshold (score 10/30, need=shelter)"
RTPPF,Rio Tinto Group,96.31,156634660864.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
RIO,Rio Tinto Plc Common Stock,106.81,134157481157.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
RIOFF,Rio2 Ltd,2.6,1427336320.0,materials,21,"R1: need alignment below threshold (score 3/30, need=materials)"
RIOCF,RioCan Real Estate Investment Trust,15.34,4465718272.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
RIOT,Riot Platforms Inc. Common Stock ,21.3,7993015316.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
RYES,Rise Gold Corp.,0.14,17856138.0,materials,8,"R1: need alignment below threshold (score 3/30, need=materials)"
RSKD,Riskified Ltd. Class A Ordinary Shares,5.88,776381888.0,software,30,"R1: need alignment below threshold (score 12/30, need=software)"
RITPF,RIT Capital Partners Plc,35.75,4423635968.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
RITM,Rithm Capital Corp. Common Stock,10.17,5678999505.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
RPT,Rithm Property Trust Inc. Common stock,13.17,102364668.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
