ticker,company,price,marketCap,exchange,quoteType
JNHMF,Jack Nathan Medical Corp.,0.0008,69679.0,PNK,EQUITY
YIPI,"Yippy, Inc.",0.0009,69277.0,PNK,EQUITY
GVLMY,Greenvale Energy Ltd,0.0001,68819.0,PNK,EQUITY
THRC,Havana Roasters Coffee Companies Inc.,0.7001,68810.0,PNK,EQUITY
GESI,General European Strategic Investments Inc.,0.0002,68789.0,PNK,EQUITY
KAYS,"Kaya Holdings, Inc.",0.0001,68643.0,PNK,EQUITY
EDNEF,Eden Empire Inc.,0.0005,68588.0,PNK,EQUITY
UCCPF,Adamant Holdings Inc.,0.0005,68202.0,PNK,EQUITY
SAGD,South American Gold Corp.,0.0001,67735.0,PNK,EQUITY
GRLF,"Green Leaf Innovations, Inc.",0.009,67203.0,PNK,EQUITY
GRGBF,Greenrise Global Brands Inc.,0.0013,67151.0,PNK,EQUITY
EGBB,"Earth Gen-Biofuel, Inc.",0.0001,66998.0,PNK,EQUITY
PFND,"Pathfinder Cell Therapy, Inc.",0.0001,66716.0,PNK,EQUITY
SPRN,"Supernova Energy, Inc.",0.0002,66359.0,PNK,EQUITY
CGFEF,CF Energy Corp.,0.001,65885.0,PNK,EQUITY
PSTRQ,PostRock Energy Corporation,0.01,65809.0,PNK,EQUITY
DSUS,"Drone Services USA, Inc.",0.0001,65633.0,PNK,EQUITY
CSLI,"Critical Solutions, Inc.",0.0001,64859.0,PNK,EQUITY
LGBI,"Cannabiz Mobile, Inc.",0.0001,64811.0,PNK,EQUITY
XENO,Xeno Transplants Corporation,0.0001,64582.0,PNK,EQUITY
USRM,"U.S. Stem Cell, Inc.",0.0001,64150.0,PNK,EQUITY
PWCO,"PwrCor, Inc.",0.0003,63959.0,PNK,EQUITY
TVOG,"Turner Valley Oil & Gas, Inc.",0.0003,63887.0,PNK,EQUITY
LFCOF,Lift & Co. Corp.,0.0009,63446.0,PNK,EQUITY
LILMF,Lilium N.V.,0.0001,63264.0,PNK,EQUITY
PXMD,"PaxMedica, Inc.",0.0005,63132.0,PNK,EQUITY
AMBS,"Amarantus BioScience Holdings, Inc.",0.0001,63040.0,PNK,EQUITY
RNUGF,ReNeuron Group plc,0.0011,62891.0,PNK,EQUITY
FTIDF,FTI Foodtech International Inc.,0.0027,62859.0,PNK,EQUITY
AIUG,"AI Unlimited Group, Inc.",0.0002,62845.0,PNK,EQUITY
MLCG,"ML Capital Group, Inc.",0.0002,62660.0,PNK,EQUITY
COUV,"Corporate Universe, Inc.",0.0001,62506.0,PNK,EQUITY
WTRV,White River Energy Corp.,0.001,61976.0,PNK,EQUITY
EKWX,Ekwan X Inc.,0.0001,,PNK,EQUITY
SCPX,"Scorpius Holdings, Inc.",0.001,61142.0,PNK,EQUITY
EOSS,"EOS, Inc.",0.0001,60478.0,PNK,EQUITY
NWUC,Nationwide Utilities Corporation,0.0003,60186.0,PNK,EQUITY
VRSRF,Versarien plc,1e-05,60099.0,PNK,EQUITY
WTKN,CLStv Corp.,0.0001,60067.0,PNK,EQUITY
WIBFF,West Island Brands Inc.,0.0035,60061.0,PNK,EQUITY
AFFY,"Affymax, Inc.",0.0016,59984.0,PNK,EQUITY
FRCN,"Firemans Contractors, Inc.",0.0001,59933.0,PNK,EQUITY
ENDO,Thermic Sciences International,0.0001,58793.0,PNK,EQUITY
PUPS,"Pick-Ups Plus, Inc.",0.0001,58742.0,PNK,EQUITY
UPDC,UPD Holding Corp.,0.0003,58494.0,PNK,EQUITY
ASTAQ,Astra Veda Corporation,1e-05,58492.0,PNK,EQUITY
AYURF,Ayurcann Holdings Corp.,0.0003,58411.0,PNK,EQUITY
SCTN,"Schimatic Cash Transactions Network.com, Inc.",0.0001,,PNK,EQUITY
SMIT,"Schmitt Industries, Inc.",0.015,58082.0,PNK,EQUITY
ALID,Allied Corp.,0.0005,57747.0,PNK,EQUITY
SMME,"SmartMetric, Inc.",1e-05,57348.0,PNK,EQUITY
EXROF,Exro Technologies Inc.,0.0001,57280.0,PNK,EQUITY
VCYE,Velocity Energy Inc.,0.0001,57203.0,PNK,EQUITY
EDXC,Endexx Corporation,0.0001,57185.0,PNK,EQUITY
GSDC,Goldsands Development Company,0.0003,57056.0,PNK,EQUITY
PGTK,Pacific Green Technologies Inc.,0.001,57045.0,PNK,EQUITY
CNMVF,Canoe Mining Ventures Corp.,0.0016,57024.0,PNK,EQUITY
STEV,Stevia Corp.,0.0001,56908.0,PNK,EQUITY
MODC,Modern Technology Corp.,0.0001,,PNK,EQUITY
PERT,"Permanent Technologies, Inc.",0.0002,56696.0,PNK,EQUITY
GBXI,GBX International Group Inc.,0.0004,56344.0,PNK,EQUITY
BIOIF,Biome Grow Inc.,0.0005,56208.0,PNK,EQUITY
REZNF,Street Capital Inc.,0.0002,56089.0,PNK,EQUITY
MHTX,"Manhattan Scientifics, Inc.",0.0001,55928.0,PNK,EQUITY
ARBU,American Business Corp.,0.0001,55896.0,PNK,EQUITY
MRPI,"Mera Pharmaceuticals, Inc.",0.0001,55729.0,PNK,EQUITY
FGNV,Forge Innovation Development Corp.,0.0011,55427.0,PNK,EQUITY
STTTF,Splitit Payments Ltd,0.0001,55338.0,PNK,EQUITY
HENC,Hero Technologies Inc.,0.0001,55269.0,PNK,EQUITY
CSMRF,Classic Minerals Limited,1e-05,55096.0,PNK,EQUITY
GBUX,"GivBux, Inc.",0.0005,54982.0,PNK,EQUITY
BKEN,Bakken Energy Corp.,0.0001,54744.0,PNK,EQUITY
SLNAF,Selina Hospitality PLC,0.0001,54366.0,PNK,EQUITY
NQMLF,NQ Minerals Plc,0.0001,54345.0,PNK,EQUITY
MFMLF,International Iconic Gold Exploration Corp.,0.0036,54297.0,PNK,EQUITY
FFZY,Fansfrenzy Corporation,0.0008,54184.0,PNK,EQUITY
PWNX,Powerlinx Inc.,0.0001,54148.0,PNK,EQUITY
YRIV,Yangtze River Port and Logistics Limited,0.0003,53858.0,PNK,EQUITY
BZRT,"BizRocket.com, Inc.",0.0001,,PNK,EQUITY
ZENG,"Zenergy International, Inc.",0.0001,,PNK,EQUITY
INSD,Instadose Pharma Corp.,0.0001,53193.0,PNK,EQUITY
DXBRF,BellRock Brands Inc.,5e-05,53153.0,PNK,EQUITY
CNXS,Connexus Corporation,1e-05,52754.0,PNK,EQUITY
VRSEF,Verisante Technology Inc.,0.0012,52725.0,PNK,EQUITY
GRUI,Grupo Resilient International Inc.,0.0001,52571.0,PNK,EQUITY
ISHM,"InfoSearch Media, Inc.",0.0001,52494.0,PNK,EQUITY
ECCI,"Ecoloclean Industries, Inc.",1e-05,52281.0,PNK,EQUITY
OMHI,"OM Holdings International, Inc.",0.001,52200.0,PNK,EQUITY
NBIO,"Nascent Biotech, Inc.",0.0003,51665.0,PNK,EQUITY
TURA,"Turbine Aviation, Inc.",0.0004,51397.0,PNK,EQUITY
PNPL,"Pineapple, Inc.",0.0007,51172.0,PNK,EQUITY
KTPPF,Katipult Technology Corp.,0.0005,51054.0,PNK,EQUITY
BRSE,"Broadside Enterprises, Inc.",0.0003,50895.0,PNK,EQUITY
DWAY,"DriveItAway Holdings, Inc.",0.0004,50812.0,PNK,EQUITY
BZWR,Business Warrior Corporation,0.0001,50696.0,PNK,EQUITY
SQCC,Square Chain Corp.,0.0001,50628.0,PNK,EQUITY
DGMA,"Degama Software Solutions, Inc.",0.0001,50547.0,PNK,EQUITY
GLFN,McHenry Metals Golf Corp.,0.0003,50450.0,PNK,EQUITY
PGID,"Peregrine Industries, Inc.",0.0002,50436.0,PNK,EQUITY
GHAV,"Grand Havana, Inc.",0.0001,50398.0,PNK,EQUITY
PNYTF,Poynt Corporation,0.0001,50289.0,PNK,EQUITY
CARM,"Carisma Therapeutics, Inc.",0.0012,50214.0,PNK,EQUITY
IXOG,Index Oil and Gas Inc.,0.0007,50159.0,PNK,EQUITY
MCET,"MultiCell Technologies, Inc.",1e-05,50009.0,PNK,EQUITY
AVEW,AVEW Holdings Inc.,4e-05,50000.0,PNK,EQUITY
GLEC,Global Ecology Corporation,0.0001,49990.0,PNK,EQUITY
SSYRF,Sassy Gold Corp.,0.003,49911.0,PNK,EQUITY
PKLBF,Perk Labs Inc.,0.0001,49783.0,PNK,EQUITY
COFE,Coffee Inc.,0.0002,49499.0,PNK,EQUITY
HUML,"Humble Energy, Inc.",0.0002,49460.0,PNK,EQUITY
GLPT,"Global Profit Technologies, Inc.",0.0003,49323.0,PNK,EQUITY
ABPR,"Airborne Security & Protective Services, Inc.",0.0001,49298.0,PNK,EQUITY
ALTD,"Altitude International Holdings, Inc.",0.0001,49217.0,PNK,EQUITY
CNWT,"Cistera Networks, Inc.",0.0013,49070.0,PNK,EQUITY
RYMM,Royal Mines and Minerals Corp,0.0002,49039.0,PNK,EQUITY
CGBSF,Crown LNG Holdings Limited,0.0001,48941.0,PNK,EQUITY
GLBH,"Globaltech Holdings, Inc.",0.0001,48779.0,PNK,EQUITY
RGGI,ResGreen Group International Inc.,0.0001,48748.0,PNK,EQUITY
GPXM,"Golden Phoenix Minerals, Inc.",0.0001,48635.0,PNK,EQUITY
IDLM,"Idle Media, Inc.",0.0008,48597.0,PNK,EQUITY
OIBRQ,Oi S.A.,0.0003,48549.0,PNK,EQUITY
GFGU,"GetFugu, Inc.",0.0001,48459.0,PNK,EQUITY
EWKS,"Earthworks Entertainment, Inc.",1e-05,48093.0,PNK,EQUITY
ABBY,"Abby, Inc.",0.0004,47903.0,PNK,EQUITY
CJIMF,Gunpoint Exploration Ltd.,0.0008,47815.0,PNK,EQUITY
HWNI,High Wire Networks Inc.,0.0023,47717.0,PNK,EQUITY
FITX,"Creative Edge Nutrition, Inc.",1e-05,47479.0,PNK,EQUITY
CRYM,Cryomass Technologies Inc.,0.0002,47431.0,PNK,EQUITY
SINX,Sionix Corp.,0.0001,47383.0,PNK,EQUITY
KUBR,Kuber Resources Corporation,0.0003,47267.0,PNK,EQUITY
NBND,NetBrands Corp.,0.0001,47177.0,PNK,EQUITY
USWF,"U.S. Wind Farming, Inc.",0.0001,,PNK,EQUITY
KLMR,KLM Royal Dutch Airlines,0.001,46809.0,PNK,EQUITY
OMWS,Omnia Wellness Inc.,0.0002,46301.0,PNK,EQUITY
RSCZF,Polaris Northstar Capital Corp.,0.0007,46229.0,PNK,EQUITY
ANDI,Andiamo Corporation,1e-05,46192.0,PNK,EQUITY
JADA,Jade Art Group Inc.,0.0001,45998.0,PNK,EQUITY
PBHG,"PBS Holding, Inc.",1e-05,45949.0,PNK,EQUITY
ETUGF,E2Gold Inc.,0.0002,45900.0,PNK,EQUITY
XFLS,Cycle Energy Industries Inc.,0.0001,45804.0,PNK,EQUITY
HSEEF,Hill Incorporated,0.011,45774.0,PNK,EQUITY
SOFE,"SOAFEE, Inc.",0.0016,45302.0,PNK,EQUITY
WRMA,"Wiremedia, Inc.",0.0002,45234.0,PNK,EQUITY
GROO,Groovy Company Inc,0.0061,45048.0,PNK,EQUITY
ATCLF,AdvanceTC Limited,0.0001,44866.0,PNK,EQUITY
DMDD,Diamond Discoveries International Corp.,0.0001,44830.0,PNK,EQUITY
WGMCF,Winston Gold Corp.,0.0001,44569.0,PNK,EQUITY
MTNX,"Meltronix, Inc.",0.0001,44527.0,PNK,EQUITY
TGMR,Troy Gold & Mineral Corp,0.071,44464.0,PNK,EQUITY
RDEMF,Red Eagle Mining Corporation,0.0001,44436.0,PNK,EQUITY
SCNG,Strattner Financial Group Corp.,0.0002,44324.0,PNK,EQUITY
AIVN,"American International Ventures, Inc.",0.0001,44123.0,PNK,EQUITY
IEXA,"iExalt, Inc.",0.0001,43710.0,PNK,EQUITY
SBSAQ,"Spanish Broadcasting System, Inc.",0.0051,43675.0,PNK,EQUITY
TACI,TransAtlantic Capital Inc.,0.0003,43562.0,PNK,EQUITY
EVOA,"EVO Transportation & Energy Services, Inc.",0.0001,43520.0,PNK,EQUITY
NUNZ,Nunzia Pharmaceutical Company,0.0001,43451.0,PNK,EQUITY
IVST,"Innovest Global, Inc.",0.0002,43436.0,PNK,EQUITY
DKTS,Top Shelf Brands Holdings Corp.,2e-05,42745.0,PNK,EQUITY
EMGE,Emergent Health Corp,0.0001,42695.0,PNK,EQUITY
GDMIF,Green Mining Innovation Inc.,0.0007,42554.0,PNK,EQUITY
MPVDF,Mountain Province Diamonds Inc.,0.0002,42522.0,PNK,EQUITY
GNAL,"Generation Alpha, Inc.",0.0007,42427.0,PNK,EQUITY
TTMZF,Datable Technology Corporation,0.0012,42426.0,PNK,EQUITY
FTRS,Futuris Company,0.0005,42157.0,PNK,EQUITY
CSSV,"Caspian Services, Inc.",0.0008,42126.0,PNK,EQUITY
PRST,Presto Automation Inc.,0.0001,41851.0,PNK,EQUITY
KSIH,KS International Holdings Corporation,0.0001,41726.0,PNK,EQUITY
ANGCF,Eon Lithium Corp.,0.0024,41706.0,PNK,EQUITY
TESI,Titan Environmental Solutions Inc.,0.001,41247.0,PNK,EQUITY
HDVY,Health Discovery Corporation,0.0001,41171.0,PNK,EQUITY
ADSV,"Allied Security Innovations, Inc.",0.0001,41123.0,PNK,EQUITY
EAWD,Energy and Water Development Corp.,0.0001,40985.0,PNK,EQUITY
APWL,"Advanced Powerline Technologies, Inc.",0.0002,40981.0,PNK,EQUITY
PDXP,"PDX Partners, Inc.",0.0001,40857.0,PNK,EQUITY
WTRNF,Western Resources Corp.,0.0001,40813.0,PNK,EQUITY
ITMC,Itoco Inc.,0.0001,40673.0,PNK,EQUITY
FLXP,Flex-Power Inc.,0.0002,40452.0,PNK,EQUITY
FUTS,Future Science Holdings Inc.,0.0004,40245.0,PNK,EQUITY
CHMX,NEXT-ChemX Corporation,0.0014,39965.0,PNK,EQUITY
RGXTF,Regenx Tech Corp.,0.0001,39597.0,PNK,EQUITY
FTCHQ,Farfetch Limited,0.0001,39546.0,PNK,EQUITY
MRZM,"Marizyme, Inc.",0.0003,39537.0,PNK,EQUITY
PBYA,ProBility Media Corporation,1e-05,39516.0,PNK,EQUITY
HAON,"Halitron, Inc.",0.0001,39342.0,PNK,EQUITY
ESGI,"Ensurge, Inc.",0.0001,39206.0,PNK,EQUITY
XTXXF,Adastra Holdings Ltd.,0.007,39179.0,PNK,EQUITY
ADTC,"Advanced Deposition Technologies, Inc.",0.0001,39158.0,PNK,EQUITY
EXPL,"Endurance Exploration Group, Inc.",0.0007,39069.0,PNK,EQUITY
TNEN,True North Energy Corp.,0.0001,38996.0,PNK,EQUITY
GRBG,"Green Bridge Industries, Inc.",0.0001,38971.0,PNK,EQUITY
HMLA,"Himalaya Technologies, Inc.",0.0001,38928.0,PNK,EQUITY
PSIQ,"Profile Solutions, Inc.",5e-05,38829.0,PNK,EQUITY
SSUNF,SIGNA Sports United N.V.,0.0001,38754.0,PNK,EQUITY
HCGS,"HighCom Global Security, Inc.",0.0001,38601.0,PNK,EQUITY
EGTK,"Energtek, Inc.",0.0001,38273.0,PNK,EQUITY
LNGT,"Laser Energetics, Inc.",0.0001,,PNK,EQUITY
COSG,Grand Gallery Inc.,0.06,38122.0,PNK,EQUITY
MPEG,Innovacom Inc.,0.0001,37986.0,PNK,EQUITY
WRCDF,Wirecard AG,0.0003,37900.0,PNK,EQUITY
UITA,"Utilicraft Aerospace Industries, Inc.",0.0001,37839.0,PNK,EQUITY
NFSN,"Nongfu Shop Digital New Retail Co., LTD",0.0002,37824.0,PNK,EQUITY
LDTCF,LeddarTech Holdings Inc.,0.001,37613.0,PNK,EQUITY
LNDLF,Landore Resources Limited,0.0001,37230.0,PNK,EQUITY
GSPH,Geospatial Corporation,0.0001,37091.0,PNK,EQUITY
TMEB,"Terme Bancorp, Inc.",0.0001,37066.0,PNK,EQUITY
PTVRF,Petro-Victory Energy Corp.,0.001,37063.0,PNK,EQUITY
TPII,"Triad Pro Innovators, Inc.",0.0001,37042.0,PNK,EQUITY
MHGI,"Midnight Holdings Group, Inc.",2e-05,37006.0,PNK,EQUITY
EGYF,"Energy Finders, Inc.",0.0003,36985.0,PNK,EQUITY
CRQDQ,"Crédito Real, S.A.B. de C.V., Sociedad Financiera de Objeto Múltiple, Entidad No Regulada",0.0001,36920.0,PNK,EQUITY
MOBO,Mobile Lads Corp.,0.0001,36899.0,PNK,EQUITY
ENCTF,Encanto Potash Corp.,0.0013,36832.0,PNK,EQUITY
PMPG,"Premier Products Group, Inc.",0.0001,36794.0,PNK,EQUITY
MKRYF,Manitok Energy Inc.,1e-05,36369.0,PNK,EQUITY
GHGH,GuanHua Corporation,0.12,,PNK,EQUITY
REDFY,Rediff.com India Limited,0.0001,36197.0,PNK,EQUITY
RXEI,"RxElite, Inc.",0.0001,35912.0,PNK,EQUITY
NSRS,"Medcann Industries, Inc.",0.0001,35901.0,PNK,EQUITY
UVCL,Univercell Holdings Inc.,1e-05,35865.0,PNK,EQUITY
AZGFF,Azteca Gold Corp.,0.0001,35811.0,PNK,EQUITY
DECN,Decision Diagnostics Corp.,0.0001,35787.0,PNK,EQUITY
BTNY,Beite Energy Corporation,0.0001,35587.0,PNK,EQUITY
ABMT,"Advanced BioMedical Technologies, Inc.",0.0005,35452.0,PNK,EQUITY
STWC,"STWC Holdings, Inc.",0.0004,35447.0,PNK,EQUITY
PGVI,"Promithian Global Ventures, Inc.",0.0004,35180.0,PNK,EQUITY
HAZH,"HAZ Holdings, Inc.",0.0003,34862.0,PNK,EQUITY
MAHI,"Monarch Services, Inc.",1e-05,34821.0,PNK,EQUITY
IWSY,"ImageWare Systems, Inc.",0.0001,34796.0,PNK,EQUITY
GCLT,"GainClients, Inc.",0.0001,34551.0,PNK,EQUITY
PDPR,Marathon Group Corp.,0.0001,34500.0,PNK,EQUITY
SDEC,"Smart Decision, Inc.",0.0001,34464.0,PNK,EQUITY
MPHYF,McPhy Energy S.A.,0.001,34327.0,PNK,EQUITY
WDDD,Gemaxel Inc.,0.0006,34267.0,PNK,EQUITY
HYPF,"Hypower Fuel, Inc.",0.0001,,PNK,EQUITY
EGSE,"Evergreen Sustainable Enterprises, Inc.",0.0003,33976.0,PNK,EQUITY
STIE,Santaro Interactive Entertainment Company,0.0002,33975.0,PNK,EQUITY
AXRX,Amexdrug Corporation,0.0002,33881.0,PNK,EQUITY
PEMC,Pacific Energy & Mining Company,0.0014,,PNK,EQUITY
WSRC,Western Sierra Resource Corporation,0.0001,33713.0,PNK,EQUITY
TRBO,"Turbo Global Partners, Inc.",0.0001,33456.0,PNK,EQUITY
MPHD,"Media Pal Holdings, Corp.",0.0001,33271.0,PNK,EQUITY
CRTL,"Cartel Blue, Inc.",0.0002,33067.0,PNK,EQUITY
VSTTF,Vast Renewables Limited,0.0011,32970.0,PNK,EQUITY
GAWK,Gawk Incorporated,0.0125,32889.0,PNK,EQUITY
BROGF,Brooge Energy Limited,0.0003,32876.0,PNK,EQUITY
SNPW,Sun Pacific Holding Corp.,0.125,32719.0,PNK,EQUITY
LBRMF,Labrador Iron Mines Holdings Limited,0.0002,32472.0,PNK,EQUITY
ESNR,"Electronic Sensor Technology, Inc.",0.0002,32383.0,PNK,EQUITY
ABLT,American Biltrite Inc.,1.0,32330.0,PNK,EQUITY
OOAG,"OMDA Oil and Gas, Inc.",0.0002,,PNK,EQUITY
RZONF,Rize Oncology Inc.,0.0004,32297.0,PNK,EQUITY
NTRU,Natur International Corp.,0.0001,32223.0,PNK,EQUITY
EVRN,"Everock, Inc.",0.0001,,PNK,EQUITY
STYLA,"Styleclick, Inc.",0.0001,31964.0,PNK,EQUITY
IGRW,Interactive Health Network,1e-05,31815.0,PNK,EQUITY
HRDIL,Here Media Inc.,0.0002,,PNK,EQUITY
NWTT,"NW Tech Capital, Inc.",0.0001,31619.0,PNK,EQUITY
AXCG,"Eyes on the Go, Inc.",1e-05,31541.0,PNK,EQUITY
ZENVF,Zenvia Inc.,0.0006,31540.0,PNK,EQUITY
OGBLY,Onion Global Limited,0.0003,31535.0,PNK,EQUITY
NYMXF,Nymox Pharmaceutical Corporation,0.0003,31512.0,PNK,EQUITY
CIPI,Correlate Energy Corp.,0.0004,31312.0,PNK,EQUITY
AXTG,"Axis Technologies Group, Inc.",0.0001,31012.0,PNK,EQUITY
BAYP,"Bayport International Holdings, Inc.",0.0001,30993.0,PNK,EQUITY
SOGFF,Strategic Oil & Gas Ltd.,1e-05,30987.0,PNK,EQUITY
CMNR,"Commerce Energy Group, Inc.",0.0001,30762.0,PNK,EQUITY
LZGI,"LZG International, Inc.",0.0002,30680.0,PNK,EQUITY
XELA,"Exela Technologies, Inc.",0.0011,30526.0,PNK,EQUITY
PPMH,"Point to Point Methodics, Inc.",6e-05,30475.0,PNK,EQUITY
RINO,RINO International Corporation,0.0001,30463.0,PNK,EQUITY
NNYR,Northamerican Energy Group Corporation,0.0002,,PNK,EQUITY
BINI,"Bollinger Innovations, Inc.",0.06,30365.0,PNK,EQUITY
BITCF,First Bitcoin Capital Corp.,0.0001,30184.0,PNK,EQUITY
NTLK,"NetTalk.com, Inc.",0.0001,29993.0,PNK,EQUITY
QMDT,"Quick-Med Technologies, Inc.",0.0008,29876.0,PNK,EQUITY
TLGN,Ever Harvest International Group Inc.,0.0001,29674.0,PNK,EQUITY
DGTW,"DigitalTown, Inc.",1e-05,29626.0,PNK,EQUITY
TRCNF,TRANSNATIONAL CANNABIS LTD,4e-05,29564.0,PNK,EQUITY
BMMJ,Body and Mind Inc.,0.0002,29537.0,PNK,EQUITY
SSKN,"STRATA Skin Sciences, Inc.",0.005,29441.0,PNK,EQUITY
OLNK,OneLink Corporation,0.0001,29388.0,PNK,EQUITY
OMHE,"Omni Health, Inc.",3e-05,29291.0,PNK,EQUITY
YYYH,China Yanyuan Yuhui Natl Ed Group Inc.,0.0009,29236.0,PNK,EQUITY
ENSV,Enservco Corporation,0.0005,29091.0,PNK,EQUITY
WWNG,"WW Energy, Inc.",0.0001,,PNK,EQUITY
UVSS,"Universal Systems, Inc.",0.0001,28604.0,PNK,EQUITY
EVSP,"Environmental Service Professionals, Inc.",0.0001,28583.0,PNK,EQUITY
SLFFF,Future Mobility Solutions Limited,0.0001,28549.0,PNK,EQUITY
STHZF,StateHouse Holdings Inc.,0.0001,28538.0,PNK,EQUITY
HDII,"Hypertension Diagnostics, Inc.",0.0001,28478.0,PNK,EQUITY
NCNCF,noco-noco Inc.,0.0001,28338.0,PNK,EQUITY
BRAXF,Braxia Scientific Corp.,0.0001,28328.0,PNK,EQUITY
PEVM,Phoenix Motor Inc.,0.021,28102.0,PNK,EQUITY
HBKRF,Highbank Resources Ltd.,0.0012,28101.0,PNK,EQUITY
NHLI,"Nouveau Holdings, Ltd.",0.0001,,PNK,EQUITY
TTOO,"T2 Biosystems, Inc.",0.001,28045.0,PNK,EQUITY
DVFI,"Diversified Oil & Gas Holdings, Ltd.",0.0001,,PNK,EQUITY
CMOT,"Curtiss Motorcycles Company, Inc.",0.0003,27974.0,PNK,EQUITY
OPTL,Optimum Interactive USA Ltd.,0.0001,27903.0,PNK,EQUITY
NCEN,Nacel Energy Corporation,0.0004,27896.0,PNK,EQUITY
ECMH,"Encompass Holdings, Inc.",4e-05,27822.0,PNK,EQUITY
ARAO,"AuraSource, Inc.",0.0004,27759.0,PNK,EQUITY
MYRX,"Myrexis, Inc.",0.0008,27583.0,PNK,EQUITY
EPGC,Ecom Products Group Corporation,0.0003,27565.0,PNK,EQUITY
DPER,"Deep Earth Resources, Inc.",0.0001,,PNK,EQUITY
GMGT,"Gaming Technologies, Inc.",0.0006,27420.0,PNK,EQUITY
RNBI,Rainbow International Corp.,0.0001,27347.0,PNK,EQUITY
BOMO,"bowmo, Inc.",0.0002,27291.0,PNK,EQUITY
PTTN,"Patten Energy Solutions Group, Inc.",1e-05,27279.0,PNK,EQUITY
CYPE,Century Petroleum Corp.,0.0001,27185.0,PNK,EQUITY
VITFF,Victoria Gold Corp.,0.0004,27090.0,PNK,EQUITY
ERGO,"Entia Biosciences, Inc.",0.0008,26928.0,PNK,EQUITY
RLBD,"Real Brands, Inc.",1e-05,26906.0,PNK,EQUITY
EAPH,Parallel Industries Inc.,2e-05,26898.0,PNK,EQUITY
PZOO,"Pazoo, Inc.",1e-05,26882.0,PNK,EQUITY
UVFT,"UV Flu Technologies, Inc.",0.0002,26832.0,PNK,EQUITY
MTPP,"Mountain Top Properties, Inc.",0.0001,26832.0,PNK,EQUITY
PVNO,"ProVision Operation Systems, Inc.",0.0001,26784.0,PNK,EQUITY
IYXI,"Inyx, Inc.",0.0001,26553.0,PNK,EQUITY
NAHD,"New Asia Holdings, Inc.",0.0001,26508.0,PNK,EQUITY
REFXF,RedFlow Limited,0.0001,26428.0,PNK,EQUITY
HPMM,"Hemp Naturals, Inc.",2e-05,26426.0,PNK,EQUITY
NMXS,"Net Medical Xpress Solutions, Inc.",0.0007,26367.0,PNK,EQUITY
OPMZ,"1PM Industries, Inc.",1e-05,26292.0,PNK,EQUITY
VSYS,"Viscount Systems, Inc.",0.0002,26059.0,PNK,EQUITY
GMVDF,G Medical Innovations Holdings Ltd,0.0001,25991.0,PNK,EQUITY
ADLI,American Medical Technologies Inc.,0.0001,25973.0,PNK,EQUITY
WRGL,Warrior Girl Corp.,0.0002,,PNK,EQUITY
BFYW,"Better For You Wellness, Inc.",5e-05,25390.0,PNK,EQUITY
CAMG,"CAM Group, Inc.",0.001,25295.0,PNK,EQUITY
TRSI,"Trophy Resources, Inc.",0.0001,25263.0,PNK,EQUITY
EMPO,"Empowered Products, Inc.",0.0004,25115.0,PNK,EQUITY
FDBH,Founders Bay Holdings,0.0005,25036.0,PNK,EQUITY
OHCS,"Optimus Healthcare Services, Inc.",0.0005,25009.0,PNK,EQUITY
AVRI,Innovation Nation Inc.,0.0001,25000.0,PNK,EQUITY
PKBFF,PeakBirch Commerce Inc.,0.003,24976.0,PNK,EQUITY
FLRE,"Flameret, Inc.",0.0001,24963.0,PNK,EQUITY
STHC,"SouthCorp Capital, Inc.",0.0001,24905.0,PNK,EQUITY
KMDRF,Kermode Resources Ltd.,0.0002,24752.0,PNK,EQUITY
PTBTQ,Pope & Talbot Inc.,1e-05,24673.0,PNK,EQUITY
JAGL,JAAG Enterprises Ltd.,0.0022,24657.0,PNK,EQUITY
CYBF,"Cyberfort Software, Inc.",0.0007,24621.0,PNK,EQUITY
HYBOF,HyperBlock Inc.,0.0001,24552.0,PNK,EQUITY
GENNQ,"Genesis Healthcare, Inc.",0.0002,24439.0,PNK,EQUITY
FUGI,"Fuego Enterprises, Inc.",0.001,24326.0,PNK,EQUITY
TIOG,"Tingo Group, Inc.",0.0001,24195.0,PNK,EQUITY
GTOR,"GGToor, Inc.",0.0001,24129.0,PNK,EQUITY
OPVS,NanoFlex Power Corporation,0.0001,24025.0,PNK,EQUITY
SYEV,"Seychelle Environmental Technologies, Inc.",0.0009,23976.0,PNK,EQUITY
ASKH,"Astika Holdings, Inc.",0.0003,23967.0,PNK,EQUITY
NWGC,New World Gold Corporation,1e-05,23960.0,PNK,EQUITY
SNTAF,Strategic Minerals Europe Corp.,0.0001,23955.0,PNK,EQUITY
SYUP,"ANBC, INC.",0.0003,23881.0,PNK,EQUITY
NFTI,"Nofire Technologies, Inc.",0.0002,23836.0,PNK,EQUITY
TAER,Tarsier Ltd.,0.0002,23733.0,PNK,EQUITY
BHNGF,Bhang Inc.,0.0001,3558309.0,PNK,EQUITY
IMCI,"Infinite Group, Inc.",0.045,23452.0,PNK,EQUITY
CWTC,"Clearwave Telecommunications, Inc.",0.0004,23431.0,PNK,EQUITY
IMVIF,IMV Inc.,0.002,23423.0,PNK,EQUITY
VCII,"ViviCells International, Inc.",0.0001,23387.0,PNK,EQUITY
PGNE,PrimeGen Energy Corp.,0.0001,,PNK,EQUITY
SMAA,"SMA Alliance, Inc.",1e-05,23356.0,PNK,EQUITY
