ticker,company,price,cap,need,verdict,r3_fin_score,reason
LMB,Limbach Holdings Inc. Common Stock,41.91,499776448.0,shelter,A,19,R3: ranked below R4 cut (composite need+financial score)
CSYJY,CSE Global Limited,9.9,721950080.0,software:energy,B,13,R3: ranked below R4 cut (composite need+financial score)
SLUNF,Solutions 30 SE,2.84,304077536.0,software:energy,B,17,R3: ranked below R4 cut (composite need+financial score)
BJGPY,"Beijing Geekplus Technology Co., Ltd./ADR",13.0,7246280704.0,software:health,A,15,R3: ranked below R4 cut (composite need+financial score)
DASTY,Dassault Systèmes SE,26.35,34624266240.0,software:health,B,17,R3: ranked below R4 cut (composite need+financial score)
PCOR,Procore Technologies Inc. Common Stock,60.61,9210013696.0,software:health,A,22,R3: ranked below R4 cut (composite need+financial score)
THNOF,Technology One Limited,22.6446,7495716864.0,software:health,B,20,R3: ranked below R4 cut (composite need+financial score)
TOITF,Topicus.com Inc.,75.0,15988551680.0,software:health,B,21,R3: ranked below R4 cut (composite need+financial score)
TYL,Tyler Technologies Inc. Common Stock,349.12,14297256960.0,software:health,B,20,R3: ranked below R4 cut (composite need+financial score)
VIA,Via Transportation Inc. Class A Common Stock,27.725,2360563456.0,software:health,A,21,R3: ranked below R4 cut (composite need+financial score)
JAPPF,"Japan System Techniques Co., Ltd.",15.78,389980608.0,software:health,B,17,R3: ranked below R4 cut (composite need+financial score)
MTLS,Materialise NV American Depositary Shares,6.47,374359424.0,software:health,B,12,R3: ranked below R4 cut (composite need+financial score)
TCYSF,Tecsys Inc.,22.22,320344320.0,software:health,A,20,R3: ranked below R4 cut (composite need+financial score)
MSHHF,Mensch und Maschine Software SE,39.42,656798208.0,software:shelter,B,20,R3: ranked below R4 cut (composite need+financial score)
FKCIF,"Fukui Computer Holdings,Inc.",22.5438,466097312.0,software:shelter,B,13,R3: ranked below R4 cut (composite need+financial score)
ADSK,Autodesk Inc. Common Stock,251.21,53041799168.0,software:transport,A,22,R3: ranked below R4 cut (composite need+financial score)
DSGX,Descartes Systems Group Inc. (The) Common Stock,77.52,6642752512.0,software:transport,A,22,R3: ranked below R4 cut (composite need+financial score)
DIDIY,DiDi Global Inc.,3.68,16587660288.0,software:transport,B,14,R3: ranked below R4 cut (composite need+financial score)
KXSCF,Kinaxis Inc.,128.09,3482496000.0,software:transport,B,22,R3: ranked below R4 cut (composite need+financial score)
MANH,Manhattan Associates Inc. Common Stock,213.1,12424790016.0,software:transport,A,20,R3: ranked below R4 cut (composite need+financial score)
OCTV,Octave Intelligence plc Class B Ordinary Shares,18.25,4898989568.0,software:transport,B,10,R3: ranked below R4 cut (composite need+financial score)
SPSC,SPS Commerce Inc. Common Stock,80.27,2889733888.0,software:transport,B,20,R3: ranked below R4 cut (composite need+financial score)
TOST,Toast Inc. Class A Common Stock,36.53,21114339328.0,software:transport,B,19,R3: ranked below R4 cut (composite need+financial score)
UBER,Uber Technologies Inc. Common Stock,82.2,167898431488.0,software:transport,B,21,R3: ranked below R4 cut (composite need+financial score)
SRBEF,Vusion S.A.,149.38,2515085568.0,software:transport,B,19,R3: ranked below R4 cut (composite need+financial score)
KARO,Karooooo Ltd. Ordinary Shares,63.93,1975008640.0,software:transport,A,22,R3: ranked below R4 cut (composite need+financial score)
WRD,WeRide Inc. American Depositary Shares,5.965,1962223360.0,software:transport,B,19,R3: ranked below R4 cut (composite need+financial score)
DUOT,Duos Technologies Group Inc. Common Stock,10.22,321648960.0,software:transport,B,17,R3: ranked below R4 cut (composite need+financial score)
IVUFF,IVU Traffic Technologies AG,17.118,295371648.0,software:transport,A,22,R3: ranked below R4 cut (composite need+financial score)
SMTEF,Smart Eye AB (publ),10.17,398651392.0,software:transport,B,20,R3: ranked below R4 cut (composite need+financial score)
ALRM,Alarm.com Holdings Inc. Common Stock,56.76,2786361344.0,software:water,B,20,R3: ranked below R4 cut (composite need+financial score)
CDGLY,ComfortDelGro Corporation Limited,22.88,2477879296.0,transport,B,17,R3: ranked below R4 cut (composite need+financial score)
CRCCY,CRRC Corporation Limited,15.03,21567197184.0,transport,B,17,R3: ranked below R4 cut (composite need+financial score)
GRPTF,Getlink SE,21.5,11664247808.0,transport,B,20,R3: ranked below R4 cut (composite need+financial score)
MTRJF,MTR Corporation Limited,4.15,25788848128.0,transport,B,11,R3: ranked below R4 cut (composite need+financial score)
RUMOF,Rumo S.A.,3.8,7052277248.0,transport,B,18,R3: ranked below R4 cut (composite need+financial score)
CAT,Caterpillar Inc. Common Stock,811.29,372929626112.0,transport,B,19,R3: ranked below R4 cut (composite need+financial score)
CNH,CNH Industrial N.V. Common Shares,11.56,18590314496.0,transport,B,13,R3: ranked below R4 cut (composite need+financial score)
ASTE,Astec Industries Inc. Common Stock,43.8,1007077184.0,transport,B,17,R3: ranked below R4 cut (composite need+financial score)
BLBD,Blue Bird Corporation Common Stock,58.65,1856072448.0,transport,B,19,R3: ranked below R4 cut (composite need+financial score)
ASEKY,Aisin Corporation,13.96,9793170432.0,transport,B,11,R3: ranked below R4 cut (composite need+financial score)
ALSN,Allison Transmission Holdings Inc. Common Stock,131.62,10868921344.0,transport,B,23,R3: ranked below R4 cut (composite need+financial score)
APTV,Aptiv PLC Ordinary Shares,46.63,9681942528.0,transport,B,14,R3: ranked below R4 cut (composite need+financial score)
ATMU,Atmus Filtration Technologies Inc. Common Stock,49.64,4050402048.0,transport,A,19,R3: ranked below R4 cut (composite need+financial score)
ALV,Autoliv Inc. Common Stock,123.97,9079218176.0,transport,B,14,R3: ranked below R4 cut (composite need+financial score)
BWA,BorgWarner Inc. Common Stock,65.1,13258679296.0,transport,B,14,R3: ranked below R4 cut (composite need+financial score)
BYDDY,BYD Company Limited,11.9,108494643200.0,transport,A,4,R3: ranked below R4 cut (composite need+financial score)
DNZOF,DENSO Corporation,12.3,30837829632.0,transport,B,16,R3: ranked below R4 cut (composite need+financial score)
DORM,Dorman Products Inc. Common Stock,130.46,3871481344.0,transport,B,16,R3: ranked below R4 cut (composite need+financial score)
DSDVY,DSV A/S,109.45,52267393024.0,transport,A,19,R3: ranked below R4 cut (composite need+financial score)
EXPD,Expeditors International of Washington Inc. Common Stock,189.05,24574728192.0,transport,B,20,R3: ranked below R4 cut (composite need+financial score)
FSS,Federal Signal Corporation Common Stock,120.65,7364670464.0,transport,A,19,R3: ranked below R4 cut (composite need+financial score)
FYGGY,"Fuyao Glass Industry Group Co., Ltd.",1.82,18998933504.0,transport,B,16,R3: ranked below R4 cut (composite need+financial score)
GELYF,Geely Automobile Holdings Limited,2.4,25884309504.0,transport,B,18,R3: ranked below R4 cut (composite need+financial score)
GYUAF,GS Yuasa Corporation,31.0,3109899776.0,transport,B,12,R3: ranked below R4 cut (composite need+financial score)
HMC,Honda Motor Company Ltd. Common Stock,31.8,41265975296.0,transport,B,13,R3: ranked below R4 cut (composite need+financial score)
KNRRY,Knorr-Bremse AG,30.33,19556784128.0,transport,A,20,R3: ranked below R4 cut (composite need+financial score)
KHNGY,Kuehne + Nagel International AG,55.12,32730275840.0,transport,B,19,R3: ranked below R4 cut (composite need+financial score)
LI,Li Auto Inc. American Depositary Shares,12.27,12016331776.0,transport,B,8,R3: ranked below R4 cut (composite need+financial score)
LKQ,LKQ Corporation Common Stock,25.37,6418662912.0,transport,B,13,R3: ranked below R4 cut (composite need+financial score)
MAHMF,Mahindra & Mahindra Limited,36.95,44368166912.0,transport,B,19,R3: ranked below R4 cut (composite need+financial score)
MOD,Modine Manufacturing Company Common Stock,188.01,9985720320.0,transport,B,15,R3: ranked below R4 cut (composite need+financial score)
OSK,Oshkosh Corporation (Holding Company)Common Stock,155.23,9583860736.0,transport,B,16,R3: ranked below R4 cut (composite need+financial score)
PCAR,PACCAR Inc. Common Stock,129.22,68016881664.0,transport,B,13,R3: ranked below R4 cut (composite need+financial score)
QUBHF,Qube Holdings Limited,3.485,6217561600.0,transport,B,17,R3: ranked below R4 cut (composite need+financial score)
RIVN,Rivian Automotive Inc. Class A Common Stock,16.74,24237187072.0,transport,B,18,R3: ranked below R4 cut (composite need+financial score)
SFHOY,"S.F. Holding Co., Ltd.",16.55,21785210880.0,transport,B,16,R3: ranked below R4 cut (composite need+financial score)
SFFLY,Schaeffler AG,9.0,8503962112.0,transport,B,11,R3: ranked below R4 cut (composite need+financial score)
SGHHF,"SG Holdings Co.,Ltd.",9.77,5830126080.0,transport,B,14,R3: ranked below R4 cut (composite need+financial score)
TSLA,Tesla Inc. Common Stock,350.25,1383329038336.0,transport,A,21,R3: ranked below R4 cut (composite need+financial score)
TM,Toyota Motor Corporation Common Stock,192.95,228473094144.0,transport,A,14,R3: ranked below R4 cut (composite need+financial score)
TT,Trane Technologies plc,455.25,100165558272.0,transport,A,19,R3: ranked below R4 cut (composite need+financial score)
VLEEY,Valeo SE,8.38,4048141824.0,transport,B,11,R3: ranked below R4 cut (composite need+financial score)
VGNT,Versigent PLC Ordinary Shares,47.22,3344841216.0,transport,B,12,R3: ranked below R4 cut (composite need+financial score)
XPNGF,XPeng Inc.,5.535,10589491200.0,transport,B,13,R3: ranked below R4 cut (composite need+financial score)
XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares,11.6,11096485888.0,transport,B,13,R3: ranked below R4 cut (composite need+financial score)
YADGF,Yadea Group Holdings Ltd.,0.86,2611086336.0,transport,B,11,R3: ranked below R4 cut (composite need+financial score)
ZTOEF,ZTO Express (Cayman) Inc.,17.0,12919222272.0,transport,A,19,R3: ranked below R4 cut (composite need+financial score)
BTGRF,BTS Group Holdings Public Company Limited,0.0741,1193323008.0,transport,B,17,R3: ranked below R4 cut (composite need+financial score)
AEBI,Aebi Schmidt Holding AG Common Stock ,12.36,959128386.0,transport,B,10,R3: ranked below R4 cut (composite need+financial score)
AEVA,Aeva Technologies Inc. Common Stock,16.16,1126445049.0,transport,B,10,R3: ranked below R4 cut (composite need+financial score)
APOG,Apogee Enterprises Inc. Common Stock,41.26,861025792.0,transport,B,11,R3: ranked below R4 cut (composite need+financial score)
GENC,Gencor Industries Inc. Common Stock,19.29,282747072.0,transport,B,21,R3: ranked below R4 cut (composite need+financial score)
NFYEF,NFI Group Inc.,16.05,1911679744.0,transport,A,18,R3: ranked below R4 cut (composite need+financial score)
PGGCY,Piaggio & C. SpA,9.38,824907200.0,transport,B,14,R3: ranked below R4 cut (composite need+financial score)
PWRHF,PWR Holdings Limited,6.475,896724928.0,transport,B,24,R3: ranked below R4 cut (composite need+financial score)
SFHLF,SAF-Holland SE,18.864,856318144.0,transport,B,14,R3: ranked below R4 cut (composite need+financial score)
SMP,Standard Motor Products Inc. Common Stock,37.53,838431104.0,transport,B,16,R3: ranked below R4 cut (composite need+financial score)
CAAS,China Automotive Systems Inc. Ordinary Share,5.34,161111549.0,transport,B,10,R3: ranked below R4 cut (composite need+financial score)
INVZ,Innoviz Technologies Ltd. Ordinary shares,0.3396,120455668.0,transport,B,10,R3: ranked below R4 cut (composite need+financial score)
NIU,Niu Technologies American Depositary Shares,1.96,153734732.0,transport,B,10,R3: ranked below R4 cut (composite need+financial score)
SRI,Stoneridge Inc. Common Stock,7.2,205364693.0,transport,B,10,R3: ranked below R4 cut (composite need+financial score)
AWR,American States Water Company Common Stock,90.24,3576718592.0,water,B,14,R3: ranked below R4 cut (composite need+financial score)
AWK,American Water Works Company Inc. Common Stock,137.6,27345111040.0,water,A,12,R3: ranked below R4 cut (composite need+financial score)
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),4.8,16880188416.0,water,B,17,R3: ranked below R4 cut (composite need+financial score)
HTO,H2O America Common Stock,63.89,2674231296.0,water,B,12,R3: ranked below R4 cut (composite need+financial score)
CECO,CECO Environmental Corp. Common Stock,70.27,4115702016.0,water,A,15,R3: ranked below R4 cut (composite need+financial score)
DCI,Donaldson Company Inc. Common Stock,93.26,10809865083.0,water,A,19,R3: ranked below R4 cut (composite need+financial score)
MAIR,Madison Air Solutions Corporation Class A Common Stock,27.99,14043215872.0,water,B,17,R3: ranked below R4 cut (composite need+financial score)
MMNNF,Munters Group AB (publ),18.1,3304000256.0,water,B,17,R3: ranked below R4 cut (composite need+financial score)
ORGJF,Organo Corporation,93.0,4276358400.0,water,A,15,R3: ranked below R4 cut (composite need+financial score)
MTZ,MasTec Inc. Common Stock,246.85,19823276032.0,water,B,16,R3: ranked below R4 cut (composite need+financial score)
MYRG,MYR Group Inc. Common Stock,296.14,4610677760.0,water,B,18,R3: ranked below R4 cut (composite need+financial score)
CLH,Clean Harbors Inc. Common Stock,308.48,16283810816.0,water,A,19,R3: ranked below R4 cut (composite need+financial score)
FMOCF,"Fomento de Construcciones y Contratas, S.A.",13.5,6384760832.0,water,B,22,R3: ranked below R4 cut (composite need+financial score)
RSG,Republic Services Inc. Common Stock,220.96,67660824576.0,water,B,16,R3: ranked below R4 cut (composite need+financial score)
TKUMF,"Takuma Co., Ltd.",9.18,665942464.0,water,B,17,R3: ranked below R4 cut (composite need+financial score)
VEOEY,Veolia Environnement SA,19.94,29202001920.0,water,A,13,R3: ranked below R4 cut (composite need+financial score)
WCN,Waste Connections Inc. Common Shares,166.15,41798230016.0,water,B,19,R3: ranked below R4 cut (composite need+financial score)
WM,Waste Management Inc. Common Stock,222.13,88788738048.0,water,B,16,R3: ranked below R4 cut (composite need+financial score)
GRC,Gorman-Rupp Company (The) Common Stock,76.76,2027250432.0,water,B,16,R3: ranked below R4 cut (composite need+financial score)
IEX,IDEX Corporation Common Stock,230.27,16975480832.0,water,B,19,R3: ranked below R4 cut (composite need+financial score)
KTWIF,Kurita Water Industries Ltd.,56.13,6045018112.0,water,A,14,R3: ranked below R4 cut (composite need+financial score)
MWTCF,"Manila Water Company, Inc.",0.7171,2125581824.0,water,B,15,R3: ranked below R4 cut (composite need+financial score)
XYL,Xylem Inc. Common Stock New,112.81,26339647488.0,water,A,16,R3: ranked below R4 cut (composite need+financial score)
BFSAF,Befesa S.A.,40.7,1628000000.0,water,A,17,R3: ranked below R4 cut (composite need+financial score)
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,30.13,482467616.0,water,B,13,R3: ranked below R4 cut (composite need+financial score)
SECVY,Séché Environnement SA,18.45,735495168.0,water,B,14,R3: ranked below R4 cut (composite need+financial score)
MTWTF,"METAWATER Co., Ltd.",22.88,1000905856.0,water,A,15,R3: ranked below R4 cut (composite need+financial score)
PPIH,Perma-Pipe International Holdings Inc. Common Stock,26.63,216387728.0,water,B,19,R3: ranked below R4 cut (composite need+financial score)
TDWRF,Tidewater Renewables Ltd.,14.2861,521956960.0,water,B,21,R3: ranked below R4 cut (composite need+financial score)
SUDKY,Studsvik AB (publ),22.0,183558544.0,water,B,17,R3: ranked below R4 cut (composite need+financial score)
